col0,col1,col2
Coopstad & Rochussen,1800-01-01,Netherlands
Verschure & Co.,1902-01-01,Netherlands
Wijnne Barends,1855-01-01,Netherlands
Turyol,1995-01-01,Turkey
MNG Kargo,2003-01-01,Turkey
Royal Olympic Cruises,1995-01-01,Greece
Sydfyenske Dampskibsselskab,1875-01-01,Denmark
Hjejleselskabet,1861-01-01,Denmark
Weco Tankers,1883-02-09,Denmark
C. K. Hansen,1856-07-13,Denmark
Spar Shipping AS,1990-01-01,Norway
Fearnley & Eger,1869-01-01,Norway
Larvik Line,1936-01-01,Norway
Prebensen & Blakstad,1931-10-24,Norway
BOA Offshore,1975-01-01,Norway
A. F. Klaveness & Co,1799-01-01,Norway
Höegh Autoliners,1970-01-01,Norway
Mideast Ship Management,1996-01-01,Saudi Arabia
Scheepvaart Maatschappij Suriname,1936-09-11,Suriname
Reederei Barthold Richters,1919-01-01,Germany
