col0,col1,col2
Irish Brigade,1861-01-01,United States of America
39th Infantry Brigade Combat Team,1917-01-01,United States of America
194th Armored Brigade,1921-01-01,United States of America
130st Brigade,1974-06-01,Israel
Luftlandebrigade 1,2015-01-01,Germany
83rd Guards Airborne Brigade,1986-01-01,Russia
1st Artillery Brigade and Headquarters South West,2014-01-01,United Kingdom
Coastal Brigade,2015-01-01,Finland
"3rd Brigade, 104th Division",1921-01-01,United States of America
"3rd Brigade Combat Team, 1st Infantry Division",1963-01-01,United States of America
"Combat Aviation Brigade, 3rd Infantry Division",1985-01-01,United States of America
93rd Infantry Brigade,1926-01-01,United States of America
55th Heavy Brigade Combat Team,1898-01-01,United States of America
152d Depot Brigade,1917-01-01,United States of America
Kresowa Cavalry Brigade,1921-01-01,Second Polish Republic
"Poland. Korpus Ochrony Pogranicza. Brygada ""Grodno""",1927-01-01,Second Polish Republic
The Blue Brigade,1625-01-01,Sweden
69th Brigade NKVD,1942-01-01,Soviet Union
New Zealand Rifle Brigade,1915-01-01,New Zealand
56th Separate Guards Air Assault Cossack Brigade,1943-06-11,Russia
