col0,col1,col2,col3
Royal Academy of Engineering of Spain,1994-01-01,Elías Fereres Castiel,Mansion of the Marquis of Villafranca
Accademia Nazionale delle Scienze detta dei XL,1782-01-01,Emilia Chiancone,Villa Torlonia
Kazakhstan Academy of Sciences,1993-01-01,Murat Jurynuly Jurynov,Almaty
African Academy of Sciences,1985-01-01,Felix Dapare Dakora,Nairobi
Chilean Academy of Sciences,1964-10-21,Cecilia Hidalgo Tapia,Santiago
National Academy of Sciences of Armenia,1943-11-25,Victor Ambartsumian,Yerevan
Physikalischer Verein,1824-10-24,Christian Ernst Neeff,Frankfurt am Main
Union of German Academies of Sciences and Humanities,1893-01-01,Günter Stock,Mainz
Russian Academy of Education,1992-01-01,Lyudmila Verbitskaya,Moscow
Academy of Athens,1826-01-01,Dimitri Nanopoulos,Hall of the Academy of Athens
Royal Academy of Moral and Political Sciences,1857-01-01,Juan Velarde Fuertes,Casa y Torre de los Lujanes
