col0,col1,col2,col3,col4
Abacus Air,1998-01-01,Hanover,421 Golden Eagle,charter airline
Bluebird Aviation,2013-01-01,Mannheim,Cessna Citation Excel,charter airline
B-Air Charter,2016-01-01,Stuttgart,Super King Air,charter airline
VIP-Flights,2013-01-01,Munich,Cessna Citation Excel,charter airline
Transavia Flug,1959-01-01,Düsseldorf,Viking,charter airline
Vibroair,2013-01-01,Düsseldorf,Beechcraft Premier,charter airline
Fairjets,2011-01-01,Paderborn,Beechcraft Premier,charter airline
Excellent Air,2007-01-01,Greven,Citation,charter airline
Germanair,1977-03-01,Frankfurt am Main,DC-6,charter airline
EFS Flug-Service,2009-01-01,Düsseldorf,PC-6 Porter,charter airline
DIX Aviation,2008-01-01,Büren,Cessna CitationJet,charter airline
Comfort Air,2009-01-01,Munich,Cessna Citation V,charter airline
Calair,1972-01-01,Frankfurt am Main,Boeing 720,charter airline
Bizair,2010-01-01,Berlin,Citation,charter airline
Bavaria Germanair,1979-01-01,Munich,Airbus A300B4,charter airline
