col0,col1,col2,col3,col4
BT Group,Electric Telegraph Company,104399,Philip Jansen,Wi-Fi Alliance
Hewlett Packard Enterprise,Hewlett-Packard,60000,Antonio Neri,Linux Foundation
Airbus SE,Dornier,133671,Guillaume Faury,Bauhaus aviation
Vodafone,"R. & W. Hawthorn, Leslie and Company",108271,Nick Read,DENIC
Viacom,Viacom,11200,Robert M. Bakish,World Wide Web Consortium
Novartis,Ciba-Geigy,119418,Joseph Jimenez,German-Swiss Chamber of Commerce
Nokia,Kumiteollisuus Oy,103083,Rajeev Suri,World Wide Web Consortium
Thomson Reuters,The Thomson Corporation,45700,James C. Smith,Linux Foundation
Honeywell,AlliedSignal,128000,Darius Adamczyk,Linux Foundation
Polish State Railways,Imperial Royal Austrian State Railways,70000,Krzysztof Mamiński,International Union of Railways
Schneider Electric,Schneider et Cie,155000,Jean-Pascal Tricoire,MEDEE power electronics cluster
