col0,col1,col2,col3,col4
Demihuman Deities,1998-12-01,TSR,Eric L. Boyd,tabletop role-playing game
Races of Faerûn,2003-01-01,Wizards of the Coast,Eric L. Boyd,tabletop role-playing game
City of Splendors: Waterdeep,2005-07-01,Wizards of the Coast,Eric L. Boyd,tabletop role-playing game
Races of Stone,2004-08-01,Wizards of the Coast,David Noonan,tabletop role-playing game
Complete Divine,2004-05-01,Wizards of the Coast,David Noonan,tabletop role-playing game
Planescape Campaign Setting,1994-01-01,TSR,David Cook,tabletop role-playing game
Psionics Handbook,2001-03-01,Wizards of the Coast,Bruce Cordell,tabletop role-playing game
Complete Psionic,2006-04-01,Wizards of the Coast,Bruce Cordell,tabletop role-playing game
Complete Champion,2007-01-01,Wizards of the Coast,Ari Marmell,tabletop role-playing game
Cityscape,2006-11-01,Wizards of the Coast,Ari Marmell,tabletop role-playing game
Magic Item Compendium,2007-03-01,Wizards of the Coast,Andy Collins,tabletop role-playing game
Epic Level Handbook,2001-01-01,Wizards of the Coast,Andy Collins,tabletop role-playing game
Complete Warrior,2003-11-01,Wizards of the Coast,Andy Collins,tabletop role-playing game
