col0,col1,col2
GroenLinks,1989-03-01,green politics
Green Party of Switzerland,1983-01-01,green politics
Groen,1982-01-01,green politics
Korea Greens,2004-01-01,green politics
Democratic Alternative,1989-01-01,green politics
East German Green Party,1989-01-01,green politics
The Greens,2008-01-01,green politics
Green Party,1989-01-01,green politics
Green Party,1981-09-20,green politics
Greens of Bosnia and Herzegovina,2004-01-01,green politics
Greens Party,2008-01-01,green liberalism
