col0,col1,col2
Le Groupement,France,road bicycle racing
Catavana-AS Corbeil-Essonnes-Cedico,France,road bicycle racing
Malvor-Bottecchia,Italy,road bicycle racing
Selle Italia Ghezzi,Italy,road bicycle racing
CMAX Dila,Italy,road bicycle racing
Team Chicky World,Denmark,road bicycle racing
Lotto-Domo 2003,Belgium,road bicycle racing
Lotto,Belgium,road bicycle racing
Team Motorola,United States of America,road bicycle racing
Footon-Servetto,Spain,road bicycle racing
Artiach,Spain,road bicycle racing
Costa de Almería,Spain,road bicycle racing
Seur,Spain,road bicycle racing
CLAS–Cajastur,Spain,road bicycle racing
Keravnos Aigiou,Greece,volleyball
Eorotex,Switzerland,cycle sport
Dromedario,Italy,cycle sport
Vini Ricordi–Pinarello–Sidermec,Italy,cycle sport
Team Rynkeby,Denmark,cycle sport
Sepahan Pro Team,Iran,road bicycle racing
