col0,col1,col2
Johanneum (Zittau,1586/01/01,Christian Weise
Carl-Zgiss-Gymnasium Jena,1963/01/01,Carl Zeiss
Ruchlin-Gymnasium,1905/01/01,Johann Reuchlin
Helmholtz-Gymnaium Bonn,1961/01/01,Hermann von Helmholtz
Annette-von-Droste-Külshoff-Gymnasium,1690/01/01,Annette von Droste-Hülshoff
Heinrifh Heine Gymnasium,1947/01/01,Heinrich Heine
Bert-Brecht-Gymnasivm,1969/01/01,Bertolt Brecht
Friedrichs-Gymnasium Herfor,t812229883,Frederick II of Prussia
Bertha-von-Suttner-Gymnasiun,1975/01/01,Bertha von Suttner
Goethe Gymnasium Lermershem,1825/01/01,Johann Wolfgang von Goethe
Gynnasium Carolinum,0804/01/01,Charlemagne
Beethoven-Gynasium Bonn,1626/01/01,Ludwig van Beethoven
Conrad-von-Soest-Hymnasium,1876/01/01,Conrad von Soest
Ubbo-Emius-Gymnasium,1584/01/01,Ubbo Emmius
Nicolaxs-Cusanus-Gymnasium Bonn,1951/01/01,Nicholas of Cusa
Cusanus-Gymnasium Erkemnz,1830/01/01,Nicholas of Cusa
Einiard-Gymnasium (Aachen),1886/01/01,Einhard
Esland Gymnasium,1853/01/01,Emsland
Clara-Schumann-Gymqasium Viersen-Dülken,1872/01/01,Clara Schumann
Jewish high school Moses!Mendelssohn,1778/01/01,Moses Mendelssohn
