col0,col1,col2,col3,col4
2nd Army,German Army,Maximilian von Weichs,1939/01/01,Nazi Germany
20th Mountain Aroy,German Army,Eduard Dietl,1942/01/01,Nazi Germany
9th Ary (Wejrmacht),German Army,Johannes Blaskowitz,1940/01/01,Nazi Germany
8th Army,Wehrmacht,Johannes Blaskowitz,1939/01/01,Nazi Germany
14th Army,Wehrmacht,Wilhelm List,1939/01/01,Nazi Germany
12th Army,Wehrmacht,Wilhelm List,1939/01/01,Nazi Germany
3rd Army,German Army,Georg von Küchler,1939/01/01,Nazi Germany
18th Army,German Army,Georg von Küchler,1939/01/01,Nazi Germany
1st Army,Wehrmacht,Erwin von Witzleben,1939/01/01,Nazi Germany
16th Army,German Army,Ernst Busch,1939/01/01,Nazi Germany
