col0,col1,col2
LAIKA-Verlag,Hamburg,Willi Baer
Stroemfeld Verlag,Basel,Karl-Dietrich Wolff
Papyrossa Verlag,Cologne,Jürgen Harrer
Lagardère Group,Paris,Arnaud Lagardère
Atrium Verlag,Zürich,Silke Weitendorf
Andiamo Verlag,Mannheim,Klaus Servene
Rowohlt Verlag,Hamburg,Florian Illies
Bärenreiter,Kassel,Barbara Scheuch-Vötterle
Athesia,Bolzano,Michl Ebner
Argument Verlag,Hamburg,Frigga Haug
dtv Verlagsgesellschaft,Munich,Claudia Baumhöver
Czernin Verlag,Vienna,Benedikt Föger
Leopold Stocker Verlag,Graz,Wolfgang Dvorak-Stocker
Chorus Verlag,Mainz,Dorothea van der Koelen
Direct Group,Gütersloh,Fernando Carro
Kiepenheuer & Witsch,Cologne,Helge Malchow
Econ Verlag,Berlin,Dietrich Oppenberg
Európa Publishing,Budapest,Miklós M. Nagy
Kitab-Verlag,Klagenfurt,Wilhelm Baum
Verlag Hermann Schmidt Mainz,Mainz,Bertram Schmidt-Friderichs
