col0,col1,col2,col3,col4,col5
Rabo Liv Women 2014,cycling team season,Koos Moerenhout,Rabobank,Rabo Liv Women,2014-01-01
Specialized-Lululemon 2014,cycling team season,Kristy Scrymgeour,Specialized Bicycle Components,Specialized-Lululemon,2014-01-01
Specialized-Lululemon 2012,cycling team season,Kristy Scrymgeour,Specialized Bicycle Components,Specialized-Lululemon,2012-01-01
Specialized-Lululemon 2013,cycling team season,Kristy Scrymgeour,Specialized Bicycle Components,Specialized-Lululemon,2013-01-01
Rabo Women 2013,cycling team season,Koos Moerenhout,Rabobank,Rabo Women,2013-01-01
Rabobank Women 2012,cycling team season,Jeroen Blijlevens,Rabobank,Rabobank Women,2012-01-01
HTC-Highroad Women 2011,cycling team season,Bob Stapleton,HTC Corporation,HTC-Highroad Women,2011-01-01
Rabo Liv Women 2014,UCI Women's Team,Koos Moerenhout,Rabobank,Rabo Liv Women,2014-01-01
Specialized-Lululemon 2014,UCI Women's Team,Kristy Scrymgeour,Specialized Bicycle Components,Specialized-Lululemon,2014-01-01
Specialized-Lululemon 2012,UCI Women's Team,Kristy Scrymgeour,Specialized Bicycle Components,Specialized-Lululemon,2012-01-01
Specialized-Lululemon 2013,UCI Women's Team,Kristy Scrymgeour,Specialized Bicycle Components,Specialized-Lululemon,2013-01-01
