col0,col1,col2,col3
Ministry of National Defense of South Korea,South Korea,Defense minister of South Korea,South Korea
Defense Ministry,Saudi Arabia,Saudi Defense Minister,Saudi Arabia
Ministry of Defence,India,Minister of Defence of India,India
Ministry of Defense,Argentina,Minister of Defence,Argentina
Ministry of National Defense,Chile,minister of National Defence of Chile,Chile
Ministry of Defense,Republic of Cyprus,Minister of Defence,Republic of Cyprus
Ministry of National Defence,Romania,Minister of National Defence,Romania
Ministry of Defence,Czech Republic,Minister of Defence of the Czech Republic,Czech Republic
Ministry of Defence of Ukraine,Ukraine,Minister of Defence,Ukraine
Ministry of Defence of Germany,Germany,Federal Minister of Defence,Germany
