col0,col1,col2,col3,col4
Communauté de communes Isigny-Omaha Intercom,27278,community of communes,Communauté de communes Intercom Balleroy Le Molay-Littry,Le Molay-Littry
Haute-Corrèze Communauté,34986,community of communes,Communauté de communes des Sources de la Creuse,Ussel
Communauté de communes Élan Limousin Avenir Nature,28304,community of communes,Communauté de communes Porte d'Occitanie,Ambazac
communauté de communes Loches Sud Touraine,53945,community of communes,Communauté de communes de Montrésor,Loches
Communauté de communes de l'Est de la Somme,21015,community of communes,Communauté de communes du Pays Hamois,Ham
Communauté de communes de la Brie des Rivières et Châteaux,39445,community of communes,Communauté de communes La Brie Centrale,Le Châtelet-en-Brie
Communauté de communes de la Haute Ariège,7440,community of communes,Communauté de communes des Vallées d'Ax,Luzenac
Communauté de communes du Val Briard,27948,community of communes,Communauté de communes de la Brie Boisée,La Houssaye-en-Brie
Communauté de communes interrégionale Aumale - Blangy-sur-Bresle,22320,community of communes,Communauté de communes de Blangy-sur-Bresle,Blangy-sur-Bresle
Communauté de communes Terroir de Caux,38740,community of communes,Communauté de Communes Saâne et Vienne,Bacqueville-en-Caux
