col0,col1,col2,col3,col4
Revolutionary Anticapitalist Left,Spain,far-left,2015-01-01,proletarian internationalism
Spanish Catholic Movement,Spain,far-right,1982-01-25,clerical fascism
Partido Popular de Jaén,Spain,centre-right,1989-01-01,Spanish nationalism
Spanish Catholic Movement,Spain,far-right,1982-01-25,Spanish nationalism
Spanish Falange of the JONS,Spain,far-right,1976-05-29,Spanish nationalism
Falange Española de las JONS,Spain,far-right,1976-10-04,Spanish nationalism
Republican Alternative,Spain,left-wing,2013-05-29,republicanism
Podemos,Spain,left-wing,2014-03-11,republicanism
Vox,Spain,right-wing,2013-12-14,national conservatism
Grupo Común da Esquerda,Spain,left-wing,2019-03-15,progressivism
Actúa,Spain,left-wing,2017-08-03,progressivism
Vox,Spain,right-wing,2013-12-14,economic liberalism
Spanish Falange of the JONS,Spain,far-right,1976-05-29,national syndicalism
Falange Española de las JONS,Spain,far-right,1976-10-04,national syndicalism
